age,credit_amount,treatment,default,pd_baseline
41,18986,1,0,0.0187555576786194
54,13508,1,0,0.03619329048308817
22,5981,1,0,0.06358084228130051
31,14006,0,0,0.01401207985756778
60,19398,0,0,0.021304126700500615
62,15414,1,0,0.07612034190913783
21,15701,0,0,0.11955680693683106
60,4753,1,0,0.11281244137988546
34,4066,1,0,0.02502352970371824
30,11449,1,0,0.04129342574206476
64,5968,1,0,0.13300803394503063
44,2846,0,0,0.07347670815105233
55,18231,1,1,0.18915437361312237
27,7231,1,0,0.30522659463631346
54,16126,0,0,0.07722783188285717
37,14766,0,0,0.047252126728273953
52,3295,1,0,0.08012422083198968
49,4159,1,0,0.019430773532902103
23,11899,1,0,0.13856466075261276
59,12664,0,0,0.03390874001235731
33,5901,0,0,0.038135767677802586
37,3491,0,0,0.0896229296849236
56,12780,1,0,0.050412436205007106
59,5104,1,0,0.05201528669909853
60,3884,1,1,0.04491924557176371
41,7879,1,0,0.014168879185794507
36,7362,1,0,0.07077531032911603
57,8344,0,0,0.017192648453402837
32,8076,0,0,0.1735721991114215
49,11532,0,0,0.21826771705143294
31,10985,1,0,0.06295815397813471
30,1228,0,0,0.1333140625162879
45,5166,0,0,0.038022642260643606
59,10339,0,0,0.0733537402358034
33,14691,1,0,0.08581983587928645
52,1090,0,0,0.03252970233598264
21,16280,1,0,0.007027688651901084
51,2338,0,0,0.10467450667134669
38,12979,1,0,0.07571844615155951
24,4766,1,0,0.09415126235609435
45,18110,1,0,0.10598623196622638
31,14014,0,0,0.06246682139946662
48,15914,1,0,0.30068049554192905
22,16324,1,0,0.022230497038797453
36,1358,0,0,0.14619166911898052
31,17014,1,0,0.08529830273438709
34,2152,1,0,0.07819066122941229
21,11084,1,0,0.1184760028856465
33,13369,1,0,0.0648142144974762
24,18049,0,0,0.16456180035192647
48,14576,0,0,0.26272292624903193
41,14383,1,0,0.08218352296230742
33,19374,0,0,0.052153590444669974
48,816,0,0,0.03108485840163968
61,564,1,0,0.12219965781196512
44,4210,0,0,0.03462477585344642
33,5120,0,0,0.04254659673383905
38,10246,1,0,0.08149077621232254
55,16719,0,0,0.09683439330532635
25,8158,0,0,0.040033325159983715
35,17884,0,1,0.20844688745317605
41,12997,1,0,0.08488410053934585
48,9556,1,0,0.09263025326651535
46,15965,0,0,0.06157852811307829
51,9933,0,0,0.03162709680193012
62,1332,1,0,0.09044813097170626
28,17145,1,0,0.11770517320449428
42,3088,0,0,0.21716922552475637
37,9469,0,0,0.02514400680478914
24,3538,0,0,0.054868872051330835
26,15854,0,0,0.12151864651816263
48,12925,1,0,0.13819449232748296
43,19000,0,0,0.0887576250875595
33,17396,1,0,0.11774687728705127
61,5606,0,0,0.065773138438027
34,5424,1,0,0.16859413481728186
47,5850,0,0,0.1073099109217077
64,3498,1,0,0.08599948188974954
51,18802,0,0,0.10788910364671069
53,2112,0,0,0.1326081282822276
33,8773,1,0,0.0239863721331128
61,5993,0,0,0.09003773723093163
41,806,0,0,0.14556390718182616
34,16700,0,0,0.025173897482980226
53,10298,0,1,0.18484779901098167
44,17614,0,0,0.09342239544696235
26,12526,0,0,0.052058356710708895
21,10169,0,0,0.07408179825855239
26,5272,1,0,0.0780746192434146
28,12027,0,0,0.02679612438961523
30,14684,0,0,0.021573696217341606
36,1043,1,0,0.06183520661765327
31,5042,1,0,0.021892113907290116
60,7552,0,0,0.06803211724996341
63,2833,1,0,0.08555649012740882
63,2142,1,0,0.04846772316246376
27,5362,0,0,0.08233446133525105
44,7147,1,0,0.14585106472843623
25,10911,0,0,0.08119533094321786
52,16365,1,0,0.10754772672008052
27,17187,1,0,0.22105815749363006
33,7940,0,0,0.19430208643469093
29,10821,1,0,0.1318965402583027
42,775,1,0,0.06778038585042948
37,17055,1,0,0.22426407262554943
44,5077,0,0,0.06943083469704096
29,1751,0,0,0.06422281861652976
43,12247,0,0,0.006875801950085423
24,7765,0,0,0.10734058064089382
22,8516,1,0,0.03553419901330426
27,8985,0,0,0.20393849853814133
32,12747,1,0,0.08110238841337108
55,16133,0,0,0.023726875916897757
35,11649,0,0,0.05996193756004689
43,12407,1,0,0.19741775067065476
50,16269,1,0,0.14586337671797217
53,15808,0,0,0.315696649438818
46,3863,1,1,0.35297777188783364
28,7101,0,0,0.04514611178882555
50,10126,1,0,0.11562233648109534
34,18713,0,0,0.029865599342846324
47,12334,0,0,0.006276760140698209
64,16366,1,0,0.08369072476118476
24,16001,0,0,0.049905809173318445
24,18351,0,0,0.03220293019026783
31,10605,0,0,0.04798554807253835
40,5624,0,0,0.045302398392800494
42,8519,0,0,0.08568274800892282
34,628,0,0,0.12802897684951628
60,13833,0,1,0.09998072143121375
21,12501,0,0,0.13113881845150616
44,3719,1,0,0.10402355245971559
45,10105,0,0,0.045115867168810136
54,14463,0,0,0.03948642610266546
45,15689,1,0,0.04210169469674664
26,15630,0,0,0.030057125109918367
35,2401,1,0,0.02427794671802762
28,7786,0,0,0.03101903288256766
41,12111,1,0,0.03067407836642946
61,2552,1,0,0.17308300731987222
38,4378,0,1,0.08441213233962981
37,18886,1,0,0.09301329760734266
41,10534,0,0,0.033390502233105634
28,11776,0,0,0.0330917871867721
58,3587,1,0,0.017336596754443094
50,12862,0,0,0.06356510322873841
52,18290,0,0,0.06703044257469358
36,19217,0,0,0.16498410225184149
33,4073,1,0,0.02789919371174323
41,4827,1,0,0.059845292038464504
31,11713,1,0,0.04344137384484454
21,17791,0,0,0.10114506230046252
52,609,0,1,0.15812226067598936
58,4891,0,0,0.18936434564070362
30,3550,0,0,0.05511809794127735
48,15896,1,0,0.026628799316726216
60,10237,1,0,0.08792614784207882
53,14432,0,0,0.1206990965397082
57,1298,1,0,0.29485195020274735
60,3078,1,0,0.057829810101588996
32,11084,0,0,0.21921089452512116
24,8687,0,0,0.044922307134934114
56,4094,0,1,0.08817244429071763
55,5586,1,0,0.14143308718933437
29,14667,1,0,0.06296230148052692
60,767,0,0,0.010457380202727936
22,17431,1,0,0.029950745240287863
37,3609,0,0,0.012365610977492735
63,15291,0,0,0.028236528934147277
36,12779,0,0,0.0177456514655321
54,1736,1,0,0.11208296794478881
22,15406,0,0,0.12373301804962096
42,10178,1,0,0.02173479781682587
55,6370,1,0,0.1033031662861417
58,2667,0,0,0.030634544434407173
40,2750,0,0,0.03811951657495025
24,8476,0,0,0.14470622500851607
44,6243,1,0,0.2036571318916578
53,16871,0,0,0.039685405691323436
40,11086,1,0,0.0759920517279755
63,1302,1,0,0.02213712158715737
34,17600,0,0,0.1170226310699463
57,5407,1,0,0.038940233783803846
54,12326,0,0,0.06236125258513491
39,16618,1,0,0.13194770392723487
25,13524,1,0,0.029120164208251333
36,8415,1,0,0.08147076131421603
54,645,0,0,0.14076042631950417
60,5089,1,0,0.03267852437572386
41,11604,1,0,0.06799863850778837
33,19013,0,0,0.018582901040587557
54,1199,1,1,0.05453205841089498
62,3536,0,0,0.0708744135659185
27,7485,1,0,0.06424248838559432
35,15877,1,0,0.07885558497596046
55,19025,1,0,0.11484529202448718
26,3972,0,0,0.05890018855896589
63,11819,1,0,0.12177845484359778
31,19279,1,0,0.0839123553738647
42,19971,0,0,0.10109827723625053
43,15828,0,0,0.03378655621394315
37,15683,0,0,0.11469610945599082
26,5890,1,0,0.13042821061907867
22,6535,0,0,0.04315888378363313
37,19680,1,0,0.008885823031655814
32,12643,1,0,0.04429706751805289
60,2731,0,0,0.06004778764691792
50,1847,0,0,0.08382614306302244
25,17262,1,0,0.045435530031696036
54,3029,1,0,0.18159607479257178
48,14138,1,0,0.21106561457154255
26,6773,1,0,0.12309994325526522
38,3890,0,0,0.12819854074142487
53,2726,1,0,0.07547718777470579
49,11154,0,0,0.05718559187258768
46,16173,0,0,0.05388371087704391
42,732,1,0,0.06571157692988479
51,14224,1,0,0.043805815931676984
59,11675,1,0,0.13335301915054368
28,15988,0,0,0.09490878211999704
38,11852,1,0,0.02647267636330166
58,2957,0,0,0.02892313203206553
43,8466,0,0,0.109408761456105
28,19747,0,0,0.038145817036942795
26,16576,0,0,0.021598512938088944
53,7352,1,0,0.07267477420482668
42,18649,0,0,0.04454189861743422
55,643,1,0,0.14560248716187596
26,10908,1,0,0.026589566421999285
47,15591,0,0,0.05738463111833181
46,13642,1,0,0.04377828197849049
41,3989,0,0,0.03231111129479825
39,3344,1,0,0.0456006648051248
32,14999,0,0,0.03288061589401328
55,19962,0,0,0.03977523817194758
35,15400,1,0,0.23399065501391877
39,17229,1,0,0.025130875423627533
58,18252,0,0,0.07894713905434055
48,19006,0,1,0.11840571253256955
22,15904,1,0,0.11524016389220688
23,15672,0,0,0.020436154357642185
44,15899,0,0,0.07523780454988682
52,6796,0,0,0.02249522711770492
41,11038,0,0,0.30354182186886414
63,4822,1,0,0.13567236973785804
58,10851,0,0,0.062422559649493024
40,10465,0,0,0.09545619948945362
31,1835,1,0,0.02124165704199957
21,2110,0,0,0.13409501567491636
22,19039,0,0,0.05271420038300739
47,11260,1,0,0.05562402335717417
35,1138,0,0,0.033250704354190565
27,7713,1,0,0.2761319579559962
24,17880,1,0,0.09757973501885622
41,14694,0,0,0.14611949961230344
46,16559,1,0,0.04310625914953552
22,12700,0,0,0.06799024469708079
39,14157,1,0,0.11526019926592942
40,5307,1,0,0.13088632414504411
23,16916,0,0,0.05581954379902189
59,14802,0,0,0.12335801305854063
31,5167,1,0,0.09466388694066566
26,6566,0,0,0.04035313720205545
26,15458,0,1,0.22793488992220753
42,5347,1,0,0.034147440291903884
52,13546,0,0,0.03189336223464082
32,8661,1,0,0.12023594409867887
54,6098,0,0,0.08220116935296902
32,3578,0,0,0.11226270281109108
29,14571,0,0,0.15396574455725834
49,6840,1,0,0.06453243783546218
55,11345,0,0,0.10381727895017362
53,5567,1,0,0.0693264242782161
45,3373,1,0,0.031914492123846123
59,923,0,0,0.040232791109524914
58,18819,0,0,0.0945210435728379
33,6367,1,0,0.05692089552653971
48,11734,0,0,0.08767285161537706
24,9603,1,0,0.13308803740839356
24,7713,1,0,0.026186403880437387
40,16679,0,0,0.06662589376668814
51,18261,0,1,0.19235593894269318
46,4019,0,0,0.025537441951839514
28,1104,1,0,0.0157729076825653
53,6884,0,0,0.06423226923967564
47,2509,0,0,0.0518361853159403
54,1072,1,0,0.13527546555227984
47,16197,1,0,0.157415138193251
58,1964,1,0,0.15041756169187726
36,1872,1,0,0.14430971985672025
22,7444,1,0,0.05356837537832983
47,11575,0,0,0.0661642523551784
64,10248,0,0,0.13166251672000018
25,15041,1,0,0.13865431351413993
63,15091,1,0,0.04900778168540962
54,823,0,0,0.09887072590777628
22,15382,1,0,0.12131373696308553
44,1332,0,0,0.036760107010997405
34,18322,0,0,0.08477097392372886
49,6465,1,0,0.07617143712233165
54,18202,1,0,0.1215388292904474
37,19984,0,0,0.1186106361086387
42,2479,0,0,0.051964192793049355
22,7928,0,0,0.050027706939966214
21,2685,1,0,0.14335200707918944
54,19385,1,0,0.1203765054481625
36,10187,1,0,0.15128745774804808
59,16831,0,0,0.1790375928954881
46,11994,1,0,0.19723553191197912
38,17030,0,0,0.14762865385782925
59,12158,1,0,0.11747488728517992
23,1445,1,0,0.07519623035310195
57,9982,0,0,0.2629615408947296
24,13268,1,0,0.10698830836902026
62,19633,1,0,0.02511003118167432
45,16740,1,0,0.023376931366531146
41,10424,0,0,0.1282452425778767
49,16215,0,0,0.1264456194515478
56,18738,1,0,0.007123691305806282
33,17580,0,0,0.08069437400449102
25,19769,1,0,0.10022517768200057
63,7506,0,0,0.12872914644463648
43,9158,0,0,0.16460920125972156
33,779,0,0,0.06748708998023054
61,3108,1,0,0.02978919527599921
22,16422,1,0,0.06813204425566988
57,6855,0,0,0.08773206755912928
21,9058,0,0,0.07101564286650051
49,7491,1,0,0.06578533503078011
22,18570,1,0,0.016444083557224924
27,17822,0,0,0.044645233072075234
35,14918,1,0,0.050917160977374254
29,19253,0,0,0.04424508523542211
22,11160,0,0,0.03425252991849402
50,3808,0,0,0.06591639324261883
54,12876,1,0,0.04229680835026183
35,891,0,0,0.2266077600485956
51,8685,1,1,0.09783047276149155
35,16697,1,0,0.11618478817638334
30,4014,1,0,0.08717238522373363
58,11393,0,1,0.3064267262537942
44,15657,0,0,0.05258563455473605
21,15147,0,0,0.1444727913527956
51,12042,1,0,0.09716758398687572
38,6967,1,0,0.07770758366079294
24,5219,0,0,0.08106762334789192
31,3591,0,1,0.1692063390288117
35,14864,0,0,0.0912929445595223
22,5660,0,1,0.15623741848352118
53,13172,1,0,0.009646977777520067
30,1445,1,0,0.02356621583602748
27,6189,0,0,0.12571563297601576
29,8024,1,0,0.07612869303650449
52,15571,0,0,0.01842072299881964
43,2434,0,1,0.13571530553581548
56,9671,1,0,0.05292994179070903
40,9543,0,0,0.0032617997546743717
51,6769,1,0,0.05742617725108466
41,16084,1,0,0.030010020015478513
47,19616,1,0,0.02922204782615706
59,1428,1,0,0.0708586040069179
48,18681,0,0,0.2258421153443583
42,17985,1,0,0.059610449400869556
59,16926,0,0,0.07629968048265978
49,2901,0,0,0.038771571181607435
62,8063,0,0,0.18463006796770998
49,13291,0,0,0.09554053053543834
51,4481,1,0,0.019306025132138614
43,5190,1,0,0.08404781782613965
58,11481,1,0,0.020667320998959602
34,16975,0,0,0.022390978993112882
44,3674,1,0,0.04560997021974974
60,701,0,0,0.09400032114362372
30,19921,1,0,0.15039895820804186
40,8717,0,0,0.06857005359486043
22,1985,1,0,0.16198663856043669
46,19257,1,0,0.15321103295352792
36,5830,1,0,0.07642649917759468
45,2701,1,0,0.06868022949702177
31,13535,0,0,0.0147342382781635
57,15332,1,0,0.07958045654304344
64,2968,0,0,0.09135767056405664
44,14669,0,0,0.14190863626493774
47,7868,1,0,0.018534815731859482
41,6723,0,1,0.2340038459172836
34,13502,1,0,0.038394844275931476
41,1678,1,0,0.05663369780123565
42,3776,0,1,0.06913585642250793
55,16745,1,0,0.03743510088442553
51,19719,1,0,0.04423114630682979
35,18145,1,0,0.10218255335161279
48,15774,1,0,0.08225938195772746
62,2992,1,0,0.0612897650749025
39,6522,0,0,0.10226827726865732
58,17032,0,0,0.047701276070309176
41,14405,1,1,0.0808384716501682
27,16747,0,0,0.08345945626622875
29,8510,0,0,0.09970347137473168
34,11751,1,0,0.021983710751774084
46,14868,0,0,0.05997274800836725
60,15778,0,0,0.17513266467169206
38,14652,0,0,0.07602141491484966
33,1269,1,0,0.13410891032428893
49,4449,1,0,0.08714658027842795
34,10175,1,0,0.04245239663645586
40,14130,0,0,0.033580869108772865
30,19356,0,0,0.013148758191817413
33,6369,0,0,0.11493922655063184
23,15616,1,0,0.18104480474650766
46,13451,0,0,0.017276962757431118
42,5728,0,0,0.07495058539298237
28,3877,0,0,0.11452345107777197
54,12658,1,0,0.03984891716954978
29,6899,1,0,0.058894434419689085
50,4644,0,0,0.17924064192212702
25,4763,1,0,0.03430341292810174
22,4831,0,0,0.03027680128408093
26,2280,0,0,0.015344718531172894
44,4192,1,0,0.07021078934297029
28,19526,1,0,0.03455321150068109
35,4204,1,0,0.07141507531780635
44,8472,1,0,0.09455463439330129
49,10236,1,0,0.14688677542382356
55,14191,0,0,0.0981213080713854
38,6541,1,0,0.07189608584380171
25,16622,1,0,0.07480219291070138
64,15670,1,0,0.15359083268703022
55,10415,0,0,0.17872904305071954
57,17935,1,0,0.1753112889620534
61,7292,1,0,0.04989622806471508
51,10008,1,0,0.06713573574869829
64,12166,0,0,0.054276270424703094
43,4230,0,0,0.045671431004364584
45,2097,0,0,0.05140660611655087
47,19960,0,0,0.14312175969147575
43,1445,0,0,0.008837863062381183
40,1417,0,0,0.07638321655824123
35,2479,0,0,0.07472538149097842
55,11218,1,0,0.16075436091433287
35,5731,1,0,0.05125873728286337
60,4783,0,0,0.09534207676189325
53,17277,0,0,0.05866864204110984
64,18784,0,0,0.04978661928774406
49,17581,1,0,0.056694646738761914
47,6836,0,0,0.0363396518985861
35,2163,1,0,0.027955231356986944
51,19181,0,0,0.11983056173909244
46,11141,1,0,0.04383664551193582
38,19469,1,0,0.02534145526588442
23,3763,0,0,0.09979804747579506
21,18888,0,0,0.10908632411673733
31,6538,0,0,0.036943519898410486
51,15958,1,0,0.08701616463435355
61,2647,1,0,0.0918201306760704
62,14953,1,1,0.22749560560274015
44,9731,0,0,0.14550522937509158
58,19079,1,0,0.24580282417463634
21,3381,1,0,0.06029838459585731
59,4861,0,0,0.16374257074400866
63,12906,1,0,0.09402447435402254
38,16293,1,0,0.11090018409864771
23,17821,1,0,0.013083530792079408
52,2713,0,0,0.11424625130843548
21,635,0,0,0.04299919152913158
49,7556,0,0,0.028513864351377233
35,2401,1,0,0.02902021972506121
44,8335,0,0,0.03061327607923424
61,9796,1,0,0.15148017819922224
27,19908,0,0,0.23162789162930972
22,1151,0,0,0.09170388121968467
46,6759,1,0,0.058535527474727386
51,7101,0,0,0.07704064802811877
34,11317,0,0,0.03792595071722396
28,6747,0,0,0.0938519846659496
51,12853,1,0,0.08744884778579581
51,17057,1,0,0.1881150918506199
62,13717,1,0,0.09760209808224087
59,13380,1,0,0.044875212566182945
53,2842,0,0,0.18279351541668487
21,17798,1,0,0.13749735761120283
32,11402,0,0,0.12491061508921988
49,3716,0,0,0.16252282359809056
41,12877,1,0,0.031193462668366884
23,9994,0,0,0.10742081251270828
45,18115,0,1,0.2072071082752784
54,13129,0,0,0.06955828416541031
52,19167,0,1,0.13215563901819855
61,19508,1,0,0.05831620329752607
27,5083,1,0,0.15498703381239182
62,6194,0,0,0.12529642269033633
44,4605,0,0,0.07696649966486473
34,4997,0,0,0.0458811477627244
58,13833,0,0,0.020124634774405317
25,19008,0,0,0.14537650650712683
22,10044,0,0,0.022150568266120007
53,16264,1,0,0.11029451451685685
53,14999,1,0,0.05080892185738471
24,5585,0,0,0.07738980432319233
59,17045,0,0,0.10379558525379318
57,9839,0,0,0.06486860745768515
56,708,1,0,0.00966718904009989
38,14453,1,0,0.08245856125678663
62,17635,0,0,0.11628787299127455
26,5283,0,0,0.07429940261360982
55,5675,0,0,0.08350496864202145
58,14780,0,1,0.02759014202366754
43,19403,1,0,0.1118980786938133
36,5570,0,0,0.10594069708758487
41,8890,1,0,0.01579312182524399
23,13743,1,0,0.07582681580412846
22,17122,1,0,0.07006818243917533
35,1155,0,0,0.06865655942495691
21,4398,0,0,0.0640058958580423
48,17933,1,0,0.09697044244517745
49,10740,0,0,0.04906575220723451
58,15284,0,0,0.09710159332245888
33,1734,1,1,0.22569859454152721
56,2272,1,1,0.09437280739861363
34,14829,1,0,0.04697686466175869
44,7830,0,0,0.06953578038537477
56,18870,1,0,0.08598046587678033
36,8903,1,0,0.111330922447659
25,16940,1,0,0.03042194801289509
56,11097,0,0,0.03984575438749748
33,13766,1,0,0.08729656356151522
30,13248,1,1,0.23249676361507768
51,2819,0,0,0.07278023255772346
44,15992,0,0,0.2382712908497121
22,19687,1,0,0.05503360337220876
61,8045,0,0,0.018280884116894932
43,7207,1,0,0.11625600469766077
32,12145,1,0,0.1089608816144031
24,12839,0,0,0.10442134065592486
51,7972,1,0,0.06229887623973075
54,5823,0,0,0.05828048583003528
53,19440,0,0,0.09497082369597017
48,16632,0,0,0.014631039841680554
59,11651,1,0,0.0526141425134467
47,7879,0,1,0.16428192384949394
31,7366,0,0,0.09358229803446715
30,8118,0,0,0.08334523083951725
37,12062,1,0,0.04600129269430003
52,587,0,0,0.010492151337204202
21,13311,1,0,0.04033415662973345
34,11719,1,0,0.20444752912997063
40,3319,1,0,0.024979400264057948
46,5389,1,0,0.18179035397790835
27,5905,1,0,0.20107710511483337
25,18476,0,0,0.10220361667901934
61,18727,1,0,0.13181325370775107
25,15771,1,0,0.06476055957554008
24,13791,0,0,0.17831367464420533
29,19065,0,0,0.14791847514985676
36,14820,0,0,0.015539646810126448
30,8100,0,0,0.048448516339020975
56,7490,0,0,0.0714957424387134
26,13403,1,0,0.08208722936767408
27,8468,1,0,0.1651239073620022
26,9310,1,0,0.04585590506829307
49,19460,1,0,0.034925893948964705
59,18232,1,0,0.20010526119886798
28,12324,1,0,0.028268474851973358
45,6823,1,0,0.05340549351943658
37,9124,1,0,0.04394755786277741
48,6906,0,0,0.11727582316844036
49,8671,1,0,0.08973705875040985
33,7635,0,0,0.05870569184735516
47,9180,0,0,0.07087405722519863
23,10206,0,0,0.09111151694694584
42,13032,0,0,0.09157305735334531
63,17810,0,0,0.14567720277991694
60,10807,0,0,0.036681446510161864
23,4545,1,0,0.12613766273022142
23,4112,1,0,0.004387777973417906
57,13200,1,0,0.12133109354095369
30,19962,1,0,0.06371417799845575
50,6466,1,0,0.01837702125461488
44,2221,0,0,0.05682288589507466
38,2111,1,0,0.06468932117905855
34,5844,0,0,0.09423478322620495
53,19096,1,0,0.006724690541383037
32,15722,0,0,0.2035396434489559
54,15822,0,0,0.03814258273479144
31,6990,0,0,0.025577807884325884
59,19064,1,0,0.056999589353891066
51,8448,1,0,0.06342372777745515
44,8305,1,0,0.040646349080292264
25,18788,1,0,0.04785149202348644
30,15261,1,0,0.010151514683358877
48,6131,0,0,0.12862547889532902
46,13197,0,0,0.018410513039496573
25,7332,1,0,0.045295601230728094
25,12570,1,0,0.15694595908569292
47,3174,1,0,0.026350491600985102
37,1285,0,1,0.09148482815910146
41,19294,1,0,0.05563187363440821
47,1898,0,0,0.10862762131006774
58,8324,0,0,0.12932529405230922
32,4307,1,0,0.10936745352267173
51,791,0,0,0.16867234113191973
59,15118,1,0,0.04760464363545273
61,6020,0,0,0.04981713995186337
63,16067,1,0,0.0851909093106336
21,11218,1,0,0.024991618214975638
24,13120,0,0,0.06279153333090322
59,13538,1,0,0.029481192656841928
30,4245,0,0,0.25546377268605097
33,9389,1,0,0.1803405982830373
41,15663,0,0,0.023595470926390107
49,5067,1,0,0.1409298706038803
22,2712,0,0,0.06202516057155754
49,8584,0,1,0.13387091083557406
25,17933,0,1,0.08651596740457083
37,6776,1,0,0.07665012123549805
60,8003,0,0,0.07292375985438843
26,2962,1,0,0.03140248436868693
23,14678,0,0,0.10379439809434551
41,7082,1,0,0.1814488087146496
31,3805,0,0,0.05199051366322962
31,2489,1,0,0.09894048248808679
39,6628,0,0,0.19312559751258157
28,4467,0,0,0.19783589250479042
21,10157,1,0,0.07476624302455447
61,8814,1,0,0.024862136378613217
56,10178,1,0,0.14772717271614963
39,7653,0,1,0.10530786582042771
57,2395,1,0,0.06753655703712401
64,15655,0,0,0.07970696860356075
38,11192,0,0,0.016128030157673678
27,4095,0,0,0.13759115620572962
29,1964,0,0,0.0380657808284581
63,18824,1,0,0.05401478485072394
60,18511,1,0,0.0961634409979329
51,4180,0,0,0.23600246591460142
50,8724,1,1,0.10631396557122634
34,11856,1,0,0.13961884936869107
44,9062,1,1,0.09358131498736043
37,16808,0,0,0.0851565643159919
38,11751,1,0,0.019835911494641905
52,5675,0,0,0.06276073432248337
44,15742,0,0,0.16554883725355793
39,17558,0,1,0.07191654457330829
31,1855,1,0,0.04488461869865092
49,17101,1,0,0.25677384873282916
40,14208,1,0,0.10221610283455072
23,18397,1,0,0.1155844634511302
51,18255,0,0,0.07264477435254459
35,1465,1,0,0.048743631892892846
39,9064,0,0,0.07253011474684246
64,1894,1,0,0.07068547401915724
51,758,1,0,0.09288748982029803
23,18386,1,0,0.013469060389361968
53,5323,0,1,0.0996093735273202
33,1683,1,0,0.07078884705430868
54,18850,0,1,0.10884658640123482
36,8451,1,0,0.09993616284515146
46,2801,1,0,0.2146738028172861
51,5468,1,0,0.06244009587332285
29,765,1,0,0.0471314187189743
26,13702,1,0,0.1793944750546056
51,18749,1,0,0.07953620388854166
24,8126,0,1,0.10102692342755404
57,17329,0,0,0.02190764031546158
40,7188,1,0,0.11701453843831185
25,9477,1,0,0.06514868557734493
54,4671,0,1,0.13576982118185726
60,605,0,0,0.07334755791201811
23,3682,1,0,0.1248458910989168
62,11883,1,0,0.027722537844092333
39,2435,1,0,0.04578113330031163
50,16426,0,0,0.21811294840183698
32,18387,0,0,0.09617210891018156
25,6078,1,0,0.15920484275880425
64,5775,0,0,0.02245221426307328
49,3868,1,0,0.08075147885785451
32,8494,0,0,0.11210865388673155
36,18140,0,0,0.04646472315740566
54,8110,1,0,0.05301536121782906
34,15474,1,0,0.026027597252374555
51,6773,1,0,0.08467958160491271
22,9237,1,0,0.09171439559066887
64,10122,1,0,0.06395186557799783
52,18147,0,0,0.08392796116673469
35,10224,0,0,0.04032698785323339
45,12359,1,1,0.12664325179459412
28,17158,0,0,0.05882416484438824
40,18909,0,0,0.051126202028001624
36,17951,0,0,0.11651551374634997
38,2511,1,0,0.07793861511913491
56,2684,1,1,0.15696823174879146
39,9010,0,0,0.08183694950117938
21,7349,1,0,0.07147746145204446
40,13744,1,0,0.023425890937826124
23,8927,1,0,0.04976725579120013
42,8453,1,0,0.12856300435658186
50,2261,0,0,0.07859186508331949
25,7320,0,0,0.0824722838841252
23,11642,0,0,0.09730390864685566
37,14060,0,0,0.07736789614465922
42,3792,0,0,0.12005464361803359
23,12310,1,0,0.0220678445374537
35,11671,0,0,0.041064181880711315
55,6009,0,0,0.0335808234462359
46,17848,1,0,0.2478803396879788
43,9158,1,0,0.06619142617986637
25,5646,1,0,0.06041215748584515
56,14284,1,0,0.08444127511916738
47,4178,1,0,0.06274888947858358
39,12724,0,1,0.13639704646633938
48,13802,0,0,0.04122872700328203
27,9334,0,0,0.0792169768205686
50,4475,1,0,0.029815808161684543
34,5570,1,0,0.10447729507949355
22,4823,1,0,0.0871669951167138
31,2734,1,0,0.034929483251072826
37,19960,0,0,0.07026692185584055
40,16883,0,0,0.135234013922571
31,10676,0,0,0.03682969984281336
55,16496,1,0,0.11437050608441168
32,13319,0,0,0.1074917843759694
26,12459,0,0,0.23929940944329062
30,14485,0,0,0.0723408917046621
38,11641,1,0,0.023461335188758124
22,11425,1,0,0.13914563053006532
25,3158,0,0,0.11373609132305637
27,12402,0,0,0.10001518878243283
38,9211,0,0,0.07849160378630647
62,5297,0,0,0.04376889296611215
46,9935,0,0,0.18040204715718297
24,16751,0,0,0.05454860706576972
24,9497,0,0,0.3074660733767537
25,9790,1,0,0.06288578167937761
23,5220,0,0,0.07278349374846933
43,16215,0,0,0.08070077279011019
53,2914,0,0,0.09045152107070278
40,16829,1,0,0.034618533175511494
38,18661,1,0,0.043150635590234736
47,3959,0,0,0.1072907959596623
36,11348,1,0,0.17534686949374464
56,11925,0,0,0.06743469147939782
51,17320,1,0,0.09564053501355779
64,6859,1,1,0.17473727157487168
24,13603,0,0,0.03984750741951561
40,2437,1,1,0.23955974520691398
58,16496,1,0,0.15844286235816607
50,15280,0,0,0.18655600295665123
55,4711,0,0,0.02861736234319038
41,2938,1,0,0.0763859409056077
38,2567,0,0,0.06219419896500497
54,16671,1,0,0.01113818925047172
41,12470,1,0,0.019013223695433186
38,7737,1,0,0.03251274032149245
38,11212,0,1,0.05497364630940495
26,11388,1,0,0.06162908964912983
55,2381,0,0,0.1990432410010449
58,9071,1,0,0.007684894165647546
22,12420,0,0,0.1478556578778032
38,12343,1,0,0.024919461857611007
50,4047,0,0,0.06365839880193722
27,18598,0,0,0.12457142718813013
34,2609,0,0,0.03886848542413953
63,17310,1,0,0.018778162871811208
55,19711,1,0,0.0330986607459769
59,15143,1,0,0.06711149166236227
64,11336,0,0,0.13782634961963816
50,4258,0,0,0.14838218023451413
33,6930,0,0,0.0372963490829544
62,11202,1,0,0.12985411276298447
40,2412,0,0,0.07978574424645186
44,14300,0,0,0.01721446372612514
45,18376,0,0,0.09846993698147881
45,14976,0,0,0.10132245695195992
45,18880,0,1,0.1542278187064205
55,9748,0,0,0.22460226392504967
27,5510,0,0,0.0914324824438976
40,827,1,0,0.16690754628929239
46,8982,0,0,0.046220948073171765
45,2748,0,0,0.12314836829105884
