age,credit_amount,device_reuse,velocity,geo_mismatch,label
35,8428,2,7,1,0
58,9028,4,2,0,0
44,13159,1,5,0,1
52,8990,2,5,1,0
42,11692,4,1,1,0
40,1639,1,0,1,2
48,3546,0,7,1,2
56,18674,1,6,1,2
35,9288,4,7,1,2
56,3764,3,3,1,2
31,7704,4,5,0,0
38,7028,1,9,0,0
61,5846,4,2,0,0
62,6225,1,6,1,2
61,14720,3,1,0,0
34,2581,4,0,1,2
58,6538,1,9,1,0
62,9625,4,1,0,0
64,11032,3,6,0,2
21,17669,3,5,0,0
53,18502,3,8,1,2
64,6299,0,5,0,0
54,11015,3,6,0,2
31,935,1,8,0,0
54,12531,1,8,0,1
25,3481,0,7,1,2
42,1928,0,1,1,2
48,13598,4,1,0,0
41,3973,1,4,1,0
51,9808,1,6,1,0
31,2468,2,6,0,0
47,15040,3,7,0,2
49,15413,2,1,1,1
48,11708,2,1,1,0
33,16800,4,1,0,0
34,9017,2,5,0,0
32,4135,3,6,1,2
41,3451,4,1,1,0
46,4775,3,8,0,2
36,4405,0,3,0,0
39,6802,1,6,1,2
33,4679,3,7,0,2
30,12026,2,0,0,1
49,3393,1,8,1,2
56,12625,1,9,0,0
33,7014,0,9,1,2
58,13891,1,1,1,2
46,10502,3,3,0,0
28,18151,0,2,0,0
37,9077,4,4,1,2
21,6253,1,9,0,0
22,11987,4,7,1,2
35,13345,1,7,0,1
40,9065,4,4,1,0
56,11414,2,9,0,0
26,9681,4,9,0,2
57,6463,0,8,1,0
31,6614,3,8,0,2
27,18194,1,6,0,0
51,13669,1,0,1,2
55,2361,0,2,1,0
47,19260,4,7,0,2
26,14384,3,3,1,2
26,1478,4,1,0,0
38,14693,2,9,0,0
40,11997,0,4,0,0
64,18348,1,8,1,0
33,10042,2,2,1,0
29,10612,0,3,0,0
62,6636,4,3,1,2
27,6771,4,3,0,0
22,12549,2,4,0,1
39,16640,2,2,0,1
38,17868,3,8,1,2
48,15530,3,3,0,1
59,12390,0,4,1,2
62,10256,2,8,0,0
33,7122,3,4,1,0
64,15473,4,0,0,0
48,6703,2,0,0,0
24,5723,4,4,1,0
62,17423,2,6,1,0
27,11995,1,9,1,2
46,7407,2,1,0,0
55,17371,3,5,1,2
31,19272,4,2,0,0
32,6700,1,4,1,0
41,10667,1,4,1,0
59,9929,3,3,1,0
30,14182,3,0,1,1
50,19045,1,0,0,0
40,11196,3,5,0,0
25,16065,0,2,1,0
52,12114,1,3,0,0
57,17797,4,0,0,1
46,8389,2,0,1,0
28,8012,4,1,1,0
27,8737,1,3,1,2
39,19931,1,1,1,0
43,12423,4,2,1,2
45,3475,4,3,0,0
31,1297,4,2,1,2
43,10616,1,0,1,0
33,16211,4,1,1,2
51,9845,2,9,1,0
56,11424,4,6,0,2
49,16069,4,1,1,1
21,10568,2,2,1,0
64,18218,1,3,0,0
22,12939,4,9,1,2
64,14757,2,8,1,1
22,15738,2,7,0,1
43,12722,3,1,1,2
25,1476,4,4,0,0
25,8834,0,4,0,0
51,3258,4,6,1,2
53,10451,2,8,1,0
26,3291,0,3,0,0
63,10431,1,5,0,0
35,7204,2,2,1,2
35,897,3,2,1,0
34,2935,2,3,0,0
41,10309,0,7,0,0
28,2036,2,4,0,0
39,17191,1,6,0,0
30,15294,1,6,0,0
23,14330,3,3,0,1
37,3856,4,9,1,2
50,16016,0,0,1,2
54,12876,3,8,0,2
36,8114,2,0,1,2
35,508,1,3,1,0
55,10814,3,8,0,2
50,16020,1,6,1,2
57,1152,3,3,0,0
60,1526,2,8,1,2
57,7968,0,1,1,2
62,10475,3,6,1,2
39,9751,4,5,0,0
38,8810,2,2,1,2
35,5476,3,9,0,2
31,1667,0,7,0,0
53,1109,1,0,1,2
52,2426,1,0,0,0
56,13962,3,0,0,0
28,15826,1,4,1,2
42,8984,3,4,1,2
30,2009,1,7,0,0
60,8605,3,6,0,2
32,19720,1,0,0,1
27,5374,2,4,1,0
46,10076,0,7,0,0
59,10987,3,8,1,2
61,6933,0,2,0,0
25,9041,4,0,0,0
35,9698,4,1,0,0
27,9742,2,3,1,0
34,14494,4,4,0,0
44,11826,4,3,1,0
33,1541,0,0,0,0
23,623,3,3,1,0
43,8508,1,2,0,0
23,18200,4,4,0,0
30,1219,4,0,0,0
21,1886,4,7,0,2
24,13745,2,4,0,0
40,9293,0,3,1,0
58,4997,0,9,1,2
55,4543,0,7,0,0
25,13467,4,1,0,1
22,10713,2,1,0,0
35,12945,1,0,1,2
49,5964,2,5,0,0
53,10764,0,3,0,0
57,17270,2,3,1,2
36,6673,2,5,0,0
28,8229,3,5,0,0
22,3692,0,0,0,0
27,12955,4,1,0,1
23,1133,0,7,0,0
58,5353,2,9,1,0
32,14404,1,8,1,1
57,878,3,9,0,2
45,19787,3,4,1,2
44,8381,0,8,0,0
41,8274,2,8,0,0
57,10961,2,8,0,0
22,12964,2,1,1,0
25,9461,0,1,0,0
39,17742,0,4,1,0
38,19259,2,5,1,2
45,4406,1,9,0,0
53,14283,2,3,0,0
46,6367,0,8,0,0
32,19915,3,8,1,2
35,5439,0,9,0,0
54,6253,3,1,0,0
29,14427,4,2,1,2
43,15886,1,2,0,1
44,3007,0,7,0,0
54,11333,0,6,0,0
52,7240,1,4,0,0
41,12429,0,0,1,2
34,11356,4,5,1,0
37,19724,4,7,0,2
39,18706,4,4,0,0
30,13252,4,2,0,0
48,13748,2,5,1,0
30,18026,1,6,1,2
49,4078,2,5,1,2
54,14652,1,8,0,1
63,15555,4,3,0,1
26,2984,2,6,1,0
54,17685,1,8,0,0
24,14138,3,2,0,1
35,7269,1,2,1,0
28,9944,1,0,0,0
28,10047,1,3,0,0
28,18416,0,0,1,2
22,19400,0,7,0,0
57,16233,2,0,0,0
23,13218,4,6,1,2
38,2530,1,5,0,0
51,18339,3,9,1,2
64,3111,1,3,0,0
58,3752,1,3,1,0
27,1857,0,2,0,0
64,18981,2,5,1,2
49,10118,3,2,1,0
28,5101,1,1,1,0
40,2075,2,9,0,0
61,8533,2,6,0,0
38,14611,1,1,1,2
29,19893,3,6,1,2
59,11270,2,3,0,0
62,12339,0,1,0,0
63,16799,2,4,0,0
63,18085,1,7,1,2
59,5956,3,0,0,0
40,19841,1,3,1,2
29,10623,4,9,1,2
48,18637,3,3,1,0
30,2790,0,0,1,2
41,2399,2,4,0,0
49,17749,4,6,1,2
62,13615,1,9,0,1
33,3912,3,6,0,2
32,17950,3,0,0,0
53,2496,3,8,0,2
21,13804,0,7,1,2
45,4498,1,6,1,0
53,1876,1,8,0,0
45,16221,1,7,0,1
37,17024,4,2,1,2
57,2563,0,4,1,2
37,2316,2,5,1,0
52,12481,4,4,0,1
41,1059,4,6,1,2
22,15050,3,7,0,2
44,18355,4,1,0,0
23,15146,2,5,0,0
61,4998,3,0,1,0
47,4206,2,5,0,0
37,13771,0,4,1,0
42,1701,0,2,1,2
48,10985,4,9,0,2
32,9251,0,2,1,0
33,15019,1,0,1,2
39,4448,3,3,1,0
32,15365,2,7,0,0
54,14135,2,0,1,2
25,5154,4,4,1,0
57,7455,3,4,0,0
36,1787,4,8,1,2
45,9262,3,0,0,0
27,5581,4,0,1,2
37,2712,3,5,0,0
54,11418,2,1,0,0
32,11567,4,7,1,2
26,2175,4,2,0,0
43,4117,0,5,0,0
28,2110,4,0,1,0
34,13740,3,6,1,2
40,7091,4,5,1,0
45,1887,3,0,1,2
49,4234,4,2,0,0
50,19529,1,0,1,2
58,5487,0,0,1,0
23,13848,0,6,1,0
36,9634,1,4,1,2
21,4043,1,8,1,2
21,6494,2,2,1,0
30,774,0,7,1,2
47,15066,0,6,0,0
60,7022,2,6,1,2
55,10235,3,8,0,2
49,3479,0,7,0,0
55,16572,2,7,1,0
28,4759,3,7,1,2
57,11542,3,4,0,0
60,17518,0,7,0,1
25,14407,3,8,1,2
41,12262,0,7,1,1
57,17816,1,6,1,2
41,3940,1,0,1,2
57,19289,4,4,0,0
62,11354,0,0,0,0
41,8492,3,1,0,0
23,5487,4,3,1,0
35,15026,4,4,1,2
30,19535,1,5,0,1
41,13957,0,9,1,2
46,1138,1,7,1,0
41,9647,3,4,1,2
29,14780,0,3,1,0
34,8250,3,7,0,2
50,15573,1,2,1,1
22,14292,3,8,0,2
30,1809,3,7,1,2
60,11380,2,6,1,2
25,3851,3,2,0,0
39,9987,4,6,1,2
30,7993,1,8,0,0
25,16234,2,0,0,0
39,17429,3,1,1,2
43,9498,4,5,0,0
28,10971,2,3,0,0
24,12708,1,7,0,0
26,13278,4,4,0,0
49,12889,4,9,1,2
58,15768,2,2,0,1
28,19648,0,3,0,1
35,16648,1,0,0,0
36,3126,2,2,1,2
36,9787,3,2,1,0
31,9495,3,7,0,2
23,10421,4,3,0,0
44,10805,0,2,1,0
36,14501,2,3,0,0
36,8709,3,5,1,0
32,5635,4,7,1,2
61,9422,0,9,0,0
47,17162,4,0,1,1
39,6572,0,8,0,0
30,905,0,3,0,0
56,19537,4,8,1,2
60,4317,3,0,1,2
22,12255,4,6,1,2
61,16103,3,9,0,2
51,5852,3,0,0,0
25,7135,2,7,1,0
54,5969,2,1,1,2
25,3421,2,9,0,0
23,3482,1,7,1,0
26,4141,4,9,0,2
41,9431,1,8,0,0
48,10849,3,3,0,0
38,811,3,4,1,2
26,17000,2,6,1,1
29,13680,3,1,0,0
58,1877,0,3,0,0
63,16932,1,0,0,0
54,1094,2,8,0,0
25,11430,1,2,0,0
57,9570,4,4,1,2
51,10291,4,4,0,0
44,19145,3,3,0,1
27,18577,1,7,1,2
64,5940,0,9,1,0
40,11803,3,5,0,0
22,19203,4,8,0,2
30,14712,2,1,1,2
38,17809,4,9,0,2
23,8979,4,1,1,0
35,6021,2,0,0,0
41,10457,1,0,1,0
62,16430,0,2,0,0
24,18611,3,8,1,2
46,13874,2,3,0,1
61,14277,0,7,0,0
56,10480,0,4,1,0
61,6732,4,1,1,2
28,8746,1,4,1,0
56,10205,1,2,1,0
64,16402,3,2,0,0
35,11329,1,5,0,0
42,15965,4,7,0,2
44,1033,3,5,1,0
42,15260,1,2,1,0
33,10387,1,7,1,0
63,19965,4,6,0,2
63,9698,2,2,1,0
37,9830,4,8,1,2
56,2985,1,8,1,0
38,16234,0,6,1,1
55,14179,4,2,1,2
46,17318,1,3,0,0
41,2308,4,4,0,0
26,4626,3,1,1,2
49,17601,1,3,1,2
35,1320,3,1,1,0
30,10409,0,1,1,2
29,8392,1,7,1,2
64,18818,1,1,1,1
25,17206,3,4,1,1
56,17985,2,4,0,0
59,6137,3,0,0,0
22,11956,2,8,0,0
46,14150,3,9,1,2
46,19365,0,6,0,1
36,643,3,6,0,2
50,19552,0,2,0,0
38,7429,0,8,0,0
40,3001,3,7,0,2
39,12502,0,4,1,2
56,15740,3,7,0,2
48,3030,0,9,0,0
37,1295,0,6,0,0
61,17983,4,1,1,2
56,18707,0,3,1,0
62,3547,4,1,1,0
53,18129,1,3,0,0
38,18240,3,8,1,2
55,19949,4,1,0,0
35,4719,0,8,1,0
32,11786,1,2,1,2
40,19888,2,4,1,2
63,18101,4,5,1,2
45,12292,0,1,1,0
37,4343,0,1,1,2
41,2144,1,3,1,2
33,5553,1,0,1,2
49,1772,1,7,1,2
36,4307,0,5,0,0
45,1960,4,8,1,2
37,15363,3,8,0,2
35,12002,0,3,0,1
63,10598,2,8,0,0
36,16286,3,0,0,1
24,8510,3,4,1,0
37,8357,4,6,0,2
44,4535,3,4,1,2
25,9174,3,7,0,2
34,3903,0,8,0,0
28,11991,0,4,0,0
43,19950,3,2,1,1
52,10894,4,5,1,2
63,6331,1,8,0,0
38,13917,3,9,1,2
58,16490,1,8,1,0
30,9699,2,2,1,0
55,5381,3,2,0,0
45,14420,3,5,1,2
54,4151,0,4,1,0
54,19947,4,6,1,2
44,6697,4,9,0,2
32,7330,2,5,1,2
44,14675,1,3,0,0
57,738,2,8,1,0
63,4455,4,4,1,0
61,2949,2,6,0,0
28,8125,0,1,0,0
47,11293,0,5,1,0
25,4002,4,4,1,0
50,7213,3,1,0,0
64,15557,3,2,1,2
23,18829,0,7,0,1
49,778,0,1,1,0
62,12735,1,1,0,1
58,1000,1,0,1,2
38,10646,1,0,1,2
25,17649,2,4,0,0
61,16061,1,4,1,0
61,5038,0,6,0,0
46,5542,2,5,0,0
64,15778,3,5,1,2
21,16484,3,9,1,2
48,5977,1,2,0,0
22,559,1,7,0,0
62,9166,2,0,0,0
50,12583,0,8,0,0
61,9153,4,3,1,0
45,18727,4,3,0,0
24,16365,0,1,1,2
22,15863,4,5,0,0
35,895,0,3,0,0
53,17145,2,9,1,1
27,15227,3,1,1,0
58,8240,1,4,0,0
31,11996,1,9,0,0
42,16572,0,8,0,0
29,18171,3,7,1,2
41,11241,0,5,0,0
40,1306,2,8,0,0
21,12561,1,2,1,2
45,13760,4,8,1,2
55,1648,4,5,1,0
62,16437,4,3,0,0
35,4430,3,2,1,2
59,17864,2,5,0,1
59,11243,1,0,1,0
64,6781,0,7,0,0
37,1646,4,2,1,0
58,848,1,3,0,0
45,14958,2,1,0,0
23,7854,0,4,1,0
32,16881,1,3,0,1
50,4995,3,1,1,2
28,18447,2,8,1,1
40,18860,2,7,1,1
55,2484,1,3,0,0
27,13115,0,0,1,1
42,18824,4,8,0,2
30,6800,2,6,0,0
44,1818,1,5,0,0
31,17571,1,6,0,1
63,9744,3,0,0,0
24,1027,2,4,0,0
63,16884,1,1,0,0
55,13737,4,6,0,2
58,1871,4,9,0,2
58,5544,0,5,1,0
29,855,3,6,0,2
61,19120,4,6,1,2
47,986,2,9,1,0
63,16019,0,0,0,0
59,10469,0,3,1,2
46,11863,3,2,0,0
37,16326,4,7,0,2
26,17951,0,4,1,0
25,2984,2,7,0,0
38,848,2,4,0,0
56,2929,1,9,0,0
43,13808,3,7,0,2
42,11586,4,0,0,0
31,2135,1,9,1,0
45,5068,0,9,0,0
49,10976,1,0,1,0
64,14739,1,3,0,1
53,7196,3,9,1,2
47,19017,2,8,1,1
61,19848,0,4,1,0
39,15437,1,5,1,2
62,9358,3,0,0,0
37,17604,2,5,1,0
26,14693,2,6,0,1
39,10631,1,3,1,0
26,9153,1,3,1,0
26,16730,0,8,1,2
59,11362,0,4,0,0
55,4066,0,2,1,2
30,19996,3,3,1,1
57,1832,0,4,1,2
24,14052,2,2,1,2
33,13291,4,5,1,0
52,11930,3,8,1,2
34,1513,2,7,1,2
53,10105,0,2,0,0
59,17903,2,4,1,0
23,5170,4,5,0,0
22,13985,1,6,1,2
62,17245,4,7,0,2
43,19067,3,4,0,0
43,10564,1,3,0,0
41,6620,0,6,0,0
40,14142,0,1,0,0
51,9980,1,6,0,0
46,12728,1,8,0,1
28,14962,3,7,0,2
48,14350,2,4,1,0
50,5234,2,8,0,0
25,15238,3,5,1,2
37,11066,3,5,0,0
55,18649,3,8,0,2
48,13359,4,1,0,0
27,17890,1,7,0,1
22,19586,4,6,1,2
46,19892,2,5,1,2
41,15021,0,0,0,0
63,12147,0,7,1,2
43,2803,0,2,0,0
61,8029,4,8,1,2
30,9769,0,7,0,0
40,15720,4,3,0,0
27,11981,3,4,0,0
46,9063,2,0,0,0
29,3359,4,4,1,2
42,14458,4,0,1,2
36,8923,4,9,1,2
29,1204,2,6,1,0
25,6038,1,2,0,0
43,17649,0,8,1,2
62,2817,4,0,1,2
29,8419,4,5,1,0
38,10484,2,1,0,0
30,2132,0,0,1,2
56,3729,4,2,1,2
39,18835,1,2,0,0
63,12015,2,7,1,0
31,4601,3,8,1,2
24,3809,0,7,1,2
46,8801,0,7,1,0
49,14610,0,5,0,1
64,14742,4,3,1,0
59,4307,4,2,1,0
59,14649,2,9,0,1
48,17977,2,5,1,2
36,4913,2,5,0,0
39,1011,1,0,1,0
26,19198,2,4,0,0
39,10678,1,6,0,0
37,15640,3,4,0,0
22,6742,1,6,0,0
29,6333,3,8,1,2
44,4888,4,0,0,0
37,4731,1,9,1,2
64,9696,0,8,0,0
42,2562,2,4,0,0
63,16919,0,7,1,0
50,10468,1,0,0,0
22,18347,3,3,0,0
29,10292,2,1,1,2
52,6413,2,6,0,0
44,10540,3,8,1,2
34,3507,0,6,1,2
43,16569,2,7,1,2
60,14542,0,1,0,1
38,3369,2,9,0,0
22,11848,1,1,1,2
34,10990,4,5,1,0
62,4419,1,6,1,2
54,2880,1,8,0,0
57,15325,0,9,1,0
61,5648,0,5,1,0
26,10619,1,5,1,0
33,5330,1,4,1,0
23,13241,3,5,0,1
21,1455,4,6,0,2
57,7507,4,6,0,2
62,11167,4,5,1,0
27,9062,4,4,1,2
52,12441,2,1,0,1
44,4016,1,0,0,0
24,9115,3,4,0,0
61,15252,1,3,0,0
59,7005,3,6,0,2
45,3561,4,9,1,2
52,17031,0,7,1,2
38,15676,3,8,0,2
55,13768,4,5,0,0
40,16061,2,9,0,0
64,15686,1,9,0,0
23,15058,1,1,0,0
28,10433,0,6,0,0
63,878,1,5,0,0
33,12143,3,9,0,2
34,5826,2,5,1,2
55,15579,1,0,0,1
29,9632,2,2,0,0
43,18152,4,1,0,0
33,12113,0,2,0,0
29,11235,0,0,1,2
63,18424,4,7,0,2
29,9763,3,4,0,0
25,7824,2,6,1,2
50,7744,4,9,0,2
59,17562,2,6,0,1
26,15247,2,4,0,0
52,3686,1,2,0,0
44,10103,4,7,1,2
57,7739,3,5,1,2
26,13110,1,7,0,0
63,1519,3,0,0,0
48,14425,3,1,0,0
58,14978,0,1,1,0
36,4918,0,6,1,0
62,3437,2,5,0,0
48,12736,3,3,1,2
26,5511,3,3,0,0
61,18860,1,6,1,2
56,15617,4,9,0,2
34,19122,2,9,0,0
45,10926,1,4,1,2
38,18800,0,6,1,0
44,772,4,0,0,0
63,6153,3,9,1,2
60,543,2,0,0,0
30,13712,1,3,0,0
63,10457,0,7,1,2
40,6109,0,9,1,0
52,6446,0,1,0,0
54,13053,2,6,1,0
42,4016,0,1,1,0
41,10533,0,0,0,0
41,12465,1,4,1,1
58,5179,3,5,0,0
37,4954,2,2,1,2
33,7407,0,9,0,0
36,12048,3,6,0,2
29,5460,2,4,0,0
38,7895,0,4,0,0
26,11097,3,4,0,0
24,4141,4,1,1,2
52,11594,2,6,0,0
24,3193,0,7,0,0
46,3279,1,4,0,0
55,5118,2,4,0,0
52,6086,4,9,0,2
40,1081,4,6,1,2
29,19251,4,2,0,0
61,6508,4,0,1,2
57,16190,2,8,1,1
47,18088,3,6,0,2
24,16112,3,6,1,2
22,16711,3,2,0,0
34,2451,3,1,1,0
27,7754,0,4,1,2
58,15050,4,7,1,2
30,11728,0,2,1,0
33,610,2,5,0,0
63,11563,2,9,0,0
57,16187,4,2,1,1
30,16660,0,2,0,0
37,7985,2,2,1,2
43,5107,1,9,0,0
50,6536,0,5,0,0
62,6279,1,9,0,0
59,7258,2,9,1,0
63,6384,4,4,0,0
22,9415,1,0,0,0
31,1296,4,3,1,2
45,5866,3,5,0,0
23,6636,4,3,0,0
36,3490,4,0,0,0
27,17619,3,9,0,2
62,13671,3,3,0,0
23,18283,0,6,1,2
27,11450,3,9,0,2
29,2637,0,5,0,0
27,18140,3,6,0,2
46,9432,3,0,0,0
37,13846,3,6,0,2
61,7936,3,8,1,2
32,10138,1,9,1,0
44,10042,1,0,0,0
50,6051,2,2,0,0
48,11317,2,0,1,0
56,14807,1,9,0,0
29,895,2,2,0,0
43,3052,2,5,0,0
56,16923,1,4,0,0
58,11607,3,6,1,2
48,19486,1,8,1,1
49,12291,1,3,0,0
59,13241,2,7,0,1
48,18030,0,2,0,0
62,13378,3,1,1,0
26,6927,3,1,0,0
36,10795,4,3,0,0
25,5094,1,5,1,0
24,7018,2,7,1,0
41,13765,2,8,0,1
30,3405,3,5,0,0
38,13603,3,4,0,0
40,11889,4,1,1,0
48,6513,4,9,1,2
62,1376,0,3,1,2
58,14240,1,7,0,0
37,16577,3,6,0,2
35,14736,2,9,0,1
54,8707,2,9,0,0
26,13243,0,7,0,0
44,8587,2,6,0,0
39,7486,3,1,0,0
29,6879,0,0,1,0
48,4611,2,5,1,0
35,19402,4,7,0,2
29,13491,2,7,0,0
49,3910,4,2,1,2
28,17368,1,5,0,0
50,3450,0,8,0,0
28,12076,3,0,1,1
40,3727,1,3,0,0
56,7544,0,9,0,0
31,13341,0,1,1,2
54,19982,4,3,1,1
52,19841,3,4,0,0
60,17963,1,6,1,1
28,5091,2,2,0,0
52,2323,1,7,1,0
62,18159,0,2,1,1
54,18501,4,3,1,2
29,5933,4,5,1,2
57,873,1,0,1,0
25,13134,1,7,0,0
46,1983,4,6,1,2
42,1289,2,8,0,0
44,18774,1,2,0,1
43,10165,1,3,0,0
22,2684,2,8,0,0
43,13264,2,0,1,2
62,7699,0,4,0,0
40,10958,2,4,0,0
33,18027,2,4,0,0
64,5137,1,4,1,2
25,13106,1,7,1,2
42,16655,2,1,1,0
43,8763,1,8,0,0
42,19417,4,8,1,2
61,9241,2,1,0,0
39,9454,2,9,0,0
63,17741,1,2,1,1
23,12900,4,0,0,0
53,17439,0,3,1,0
47,15913,2,7,0,0
31,14391,0,8,1,2
31,5209,3,6,0,2
52,8277,1,8,1,0
49,17356,1,2,0,1
47,12512,0,8,1,0
23,5963,3,6,1,2
47,6883,1,1,0,0
64,15628,1,1,0,0
21,3974,4,2,1,0
41,2685,0,0,0,0
42,15419,2,2,0,0
60,6123,0,9,1,2
33,15425,0,2,0,0
41,10905,0,6,1,0
52,19957,0,9,1,2
23,10735,4,2,0,0
56,17415,2,6,0,0
57,17083,4,4,1,0
52,4633,1,2,1,0
49,19924,3,9,1,2
53,15043,0,6,1,1
55,2590,0,4,0,0
60,617,0,8,0,0
39,5792,4,9,1,2
41,816,3,7,1,2
49,7473,3,8,0,2
29,19929,4,3,0,0
58,9838,1,3,0,0
54,966,3,2,1,0
48,10131,2,6,0,0
34,4772,2,8,0,0
36,17195,3,6,0,2
40,2266,2,5,1,2
50,15525,0,7,1,2
55,9196,0,1,1,0
50,867,2,3,1,0
61,13626,2,7,1,2
63,9372,3,0,0,0
52,15545,2,9,1,2
37,12552,0,1,1,2
47,15851,1,7,1,2
39,9477,2,6,0,0
48,654,4,8,0,2
56,3047,2,7,0,0
37,9448,3,5,0,0
43,8250,3,7,1,2
23,15990,1,3,0,0
53,8527,4,5,0,0
42,17273,3,9,0,2
41,4160,4,0,1,0
44,8005,3,3,0,0
30,15247,3,0,0,1
47,2919,0,5,0,0
53,6767,2,7,1,2
36,15161,0,0,0,0
26,11985,3,5,0,0
38,15672,3,4,1,1
29,10556,2,7,0,0
37,17254,1,2,0,0
48,17609,0,1,1,2
25,19503,3,0,0,0
53,2879,3,4,1,0
30,12028,2,4,1,2
60,2728,3,9,0,2
53,4963,3,4,0,0
32,6356,2,1,1,2
45,13099,0,6,0,1
25,8908,4,0,0,0
25,17362,2,3,1,0
63,6321,3,6,0,2
56,12535,4,2,0,0
27,15382,1,5,0,0
33,19616,3,4,1,0
29,5282,0,9,1,2
38,14805,4,2,1,2
33,2153,0,9,1,2
35,11096,2,6,1,0
44,8569,1,7,1,2
29,19191,0,1,0,0
59,15580,2,0,1,2
53,18581,4,7,1,2
54,17085,0,4,0,0
28,8508,1,3,1,2
52,14800,0,8,0,0
57,1094,0,3,1,2
28,11378,1,4,0,0
54,1422,2,7,1,2
36,14621,3,9,1,2
55,19351,3,8,1,2
42,13787,3,6,0,2
56,16878,3,1,0,1
27,5070,1,1,1,2
38,19881,4,6,1,2
33,11239,0,5,1,0
31,13651,3,1,0,0
34,15526,0,6,1,1
37,12972,3,9,0,2
26,6683,0,0,0,0
52,12422,1,8,0,0
45,13252,1,3,0,0
57,17218,3,3,1,1
52,9888,0,7,1,2
27,10285,1,2,0,0
24,10311,1,1,1,0
39,2731,3,9,0,2
42,2256,4,3,0,0
31,898,3,1,0,0
55,13491,2,6,1,1
46,8667,1,2,0,0
53,17380,4,7,1,2
25,14193,0,0,0,0
56,3257,0,5,0,0
30,2451,1,4,1,2
40,7639,1,9,1,0
40,18458,2,5,0,0
57,1449,4,9,0,2
33,4154,3,2,1,0
31,1077,1,4,1,2
35,8566,1,8,0,0
36,19798,3,1,0,1
28,13832,1,9,0,1
28,10122,4,7,0,2
31,3315,2,6,1,2
41,7432,2,2,0,0
36,10728,4,8,1,2
38,5860,1,8,1,0
52,14248,2,2,0,1
31,19610,2,5,1,1
61,4515,1,0,1,2
54,5418,0,3,0,0
28,2961,1,1,0,0
34,14651,0,5,0,0
29,9503,3,5,0,0
33,6033,0,5,0,0
37,4774,1,6,1,2
26,1874,4,9,0,2
21,9785,2,1,0,0
40,13823,3,2,1,2
51,5083,3,2,0,0
34,531,1,9,0,0
58,9729,3,0,0,0
37,13677,1,0,1,2
60,7227,3,1,1,0
31,5382,3,7,1,2
44,3508,4,5,1,2
54,15049,4,9,0,2
23,17300,0,2,0,0
61,15510,1,3,1,2
37,10604,2,5,0,0
42,14620,1,0,1,1
48,8239,3,9,1,2
49,977,4,8,1,2
22,7667,1,1,0,0
59,14222,4,8,1,2
48,13123,4,4,0,0
64,19807,4,3,0,1
41,19951,0,9,1,2
47,5231,1,5,0,0
40,686,0,2,0,0
60,5847,0,8,1,2
57,17584,0,7,0,1
60,16363,2,1,0,1
43,2425,0,6,0,0
55,3627,1,6,1,2
36,11488,4,2,1,0
41,13381,4,4,1,2
54,19655,4,8,0,2
24,15223,0,1,0,1
52,4631,3,7,0,2
21,1224,3,8,0,2
46,12855,0,9,0,1
41,11298,4,3,0,0
41,18474,2,2,1,2
42,11729,4,9,1,2
42,10274,0,4,0,0
38,6417,3,5,0,0
40,2182,0,5,0,0
45,17588,4,5,0,1
54,16608,3,6,0,2
45,3673,0,4,1,0
49,14225,1,3,0,0
57,7601,1,4,1,0
64,9022,0,6,0,0
25,17049,0,8,1,0
52,16919,4,5,1,2
30,4217,4,6,1,2
29,6498,2,4,1,0
55,16516,4,7,0,2
24,18381,3,3,0,0
58,2041,0,4,1,2
54,16755,3,0,1,0
64,10039,0,2,1,2
50,12011,4,7,0,2
59,1968,1,0,0,0
26,13766,0,2,0,0
60,13719,1,7,0,0
28,13422,3,8,0,2
34,15916,4,4,0,0
26,18948,2,4,1,1
38,17072,0,5,1,2
53,15023,4,7,0,2
32,19634,3,4,1,0
57,13653,2,1,1,2
47,13604,2,4,1,0
48,11070,4,2,1,2
62,15496,1,6,1,2
40,1891,0,1,0,0
36,10362,0,6,0,0
64,8793,3,1,0,0
45,18298,4,9,1,2
48,1914,3,6,1,2
34,13053,3,1,1,0
30,4094,1,9,0,0
28,17729,2,5,1,0
30,17111,0,6,1,0
29,5091,1,0,0,0
53,17498,3,1,1,2
23,10186,4,8,1,2
48,19435,4,4,1,2
62,14731,4,6,1,2
54,1172,0,9,1,0
38,4453,4,4,0,0
23,8370,1,3,1,0
57,4621,3,8,1,2
21,3082,4,0,1,0
50,19571,4,4,0,1
50,17446,3,8,1,2
29,8974,1,2,0,0
53,4693,2,3,0,0
28,4045,3,4,1,0
30,18357,2,0,0,1
56,6963,2,0,0,0
64,745,2,2,1,2
32,8248,2,8,1,2
61,9359,0,2,1,0
61,12650,4,7,1,2
54,7104,0,4,0,0
27,18498,4,7,0,2
34,13049,0,3,1,2
50,19738,2,8,0,1
64,7656,2,3,0,0
56,13208,2,7,0,0
39,7624,2,8,0,0
31,14148,4,4,0,1
63,15040,0,6,1,1
33,6775,4,1,1,0
36,18784,3,4,1,2
63,17214,3,3,0,1
45,17942,0,9,1,0
32,4747,0,9,1,2
21,14498,1,7,1,2
39,2574,1,9,0,0
64,2557,3,9,1,2
40,19478,4,7,0,2
51,3481,2,5,1,2
32,17350,3,2,1,0
55,8900,0,8,0,0
55,6421,3,1,0,0
47,1933,0,1,0,0
54,13665,3,8,1,2
46,14565,1,1,0,1
37,9606,2,1,1,2
